0.14	1.15
0.26	0.99
0.42	0.92
0.69	0.74
0.70	0.76
0.76	0.69
0.89	0.58
1.04	0.48
1.19	0.38
1.39	0.29
1.55	0.24
1.69	0.21
1.80	0.20
1.91	0.20
2.06	0.24
2.16	0.29
2.24	0.38
2.25	0.43
2.25	0.47
2.24	0.54
2.23	0.60
2.18	0.71
2.11	0.82
2.01	0.94
1.90	1.05
1.79	1.13
1.67	1.18
1.57	1.26
1.38	1.36
1.21	1.42
1.04	1.46
0.92	1.46
0.82	1.45
0.73	1.41
0.67	1.37
0.62	1.31
0.56	1.23
1.525	1.321	0.932	5.225	2.043	0.950	24.762	2.229
