0.35	1.25
0.44	1.09
0.58	0.99
0.82	0.80
0.83	0.82
0.86	0.76
0.94	0.65
1.05	0.55
1.17	0.46
1.29	0.37
1.46	0.27
1.60	0.21
1.69	0.18
1.77	0.18
1.85	0.18
1.99	0.21
2.07	0.27
2.09	0.30
2.10	0.35
2.11	0.40
2.11	0.46
2.08	0.56
2.03	0.69
1.97	0.80
1.91	0.89
1.81	1.00
1.75	1.04
1.67	1.12
1.49	1.26
1.29	1.36
1.17	1.40
1.09	1.40
1.01	1.39
0.96	1.38
0.90	1.35
0.85	1.31
0.79	1.27
1.175	1.354	0.956	4.623	1.793	0.835	33.267	1.986
