0.08	1.28
0.18	1.13
0.34	1.03
0.62	0.83
0.62	0.85
0.68	0.77
0.80	0.66
0.95	0.55
1.08	0.46
1.24	0.37
1.41	0.30
1.56	0.26
1.67	0.25
1.77	0.26
1.85	0.29
1.94	0.33
2.01	0.40
2.04	0.44
2.05	0.50
2.05	0.55
2.05	0.60
2.02	0.71
1.96	0.85
1.90	0.96
1.82	1.06
1.71	1.16
1.61	1.22
1.51	1.30
1.34	1.42
1.18	1.49
1.05	1.54
0.93	1.55
0.84	1.55
0.75	1.53
0.69	1.50
0.61	1.44
0.52	1.33
1.448	1.200	0.851	5.061	1.930	0.955	28.513	2.130
