-0.01	1.48
0.07	1.33
0.22	1.21
0.49	0.95
0.50	0.97
0.55	0.89
0.70	0.70
0.87	0.53
1.05	0.38
1.27	0.24
1.46	0.14
1.69	0.07
1.79	0.05
1.89	0.05
2.00	0.06
2.12	0.10
2.22	0.18
2.25	0.22
2.26	0.27
2.28	0.33
2.27	0.39
2.26	0.50
2.20	0.65
2.11	0.82
1.98	0.99
1.86	1.12
1.76	1.20
1.65	1.31
1.46	1.48
1.26	1.62
1.09	1.70
0.93	1.74
0.81	1.75
0.72	1.74
0.63	1.70
0.54	1.63
0.43	1.54
2.107	1.256	0.857	6.096	2.409	1.113	36.140	2.591
