0.17	1.44
0.26	1.29
0.40	1.17
0.65	0.92
0.67	0.95
0.71	0.87
0.82	0.74
0.97	0.59
1.14	0.44
1.31	0.32
1.49	0.22
1.70	0.13
1.82	0.10
1.91	0.09
2.00	0.10
2.15	0.13
2.26	0.20
2.29	0.24
2.30	0.30
2.31	0.36
2.31	0.43
2.27	0.56
2.21	0.70
2.11	0.85
2.00	0.99
1.87	1.12
1.80	1.17
1.72	1.27
1.54	1.43
1.36	1.55
1.16	1.63
1.03	1.66
0.90	1.65
0.82	1.63
0.75	1.60
0.68	1.55
0.62	1.49
1.798	1.359	0.874	5.667	2.247	1.019	35.927	2.426
