-0.03	1.43
0.07	1.27
0.25	1.15
0.54	0.87
0.55	0.91
0.61	0.83
0.75	0.69
0.91	0.54
1.08	0.42
1.27	0.30
1.48	0.20
1.71	0.14
1.82	0.12
1.94	0.12
2.07	0.15
2.18	0.21
2.23	0.27
2.25	0.31
2.26	0.37
2.26	0.43
2.25	0.50
2.22	0.60
2.15	0.75
2.05	0.92
1.96	1.03
1.84	1.16
1.74	1.24
1.64	1.35
1.45	1.52
1.24	1.64
1.08	1.70
0.94	1.72
0.83	1.72
0.74	1.70
0.66	1.65
0.59	1.60
0.50	1.54
2.006	1.249	0.830	5.973	2.333	1.095	33.167	2.546
